train_node_idx,train_label,train_pred_label
394,1,0
515,2,1
855,2,1
906,2,0
709,2,1
351,2,1
540,2,1
685,2,1
453,2,1
271,0,0
178,2,0
631,2,1
616,2,1
344,2,0
542,2,1
578,1,0
496,2,1
705,0,0
377,2,1
518,2,1
577,0,0
473,2,1
412,2,1
476,2,0
493,2,0
499,2,1
550,2,1
757,2,1
910,2,1
446,2,1
792,1,1
291,2,1
420,2,1
155,2,0
646,0,0
241,2,1
819,1,0
660,2,1
574,2,1
386,2,1
661,2,0
668,2,0
801,2,0
429,2,1
387,2,1
622,2,1
741,1,1
859,2,1
559,2,1
439,2,1
401,2,0
315,2,0
726,1,1
575,2,1
615,2,1
320,2,0
927,2,0
521,2,1
204,2,1
728,2,1
222,2,1
216,1,0
501,2,1
715,2,0
384,2,1
310,2,1
626,2,1
233,2,0
810,2,1
772,2,1
618,0,0
221,2,1
569,2,1
234,2,0
599,0,0
371,2,0
548,2,1
472,2,0
442,0,0
454,0,0
821,2,1
710,1,1
141,2,0
189,1,1
637,2,1
838,2,0
254,2,0
152,2,1
127,2,1
450,2,0
825,1,1
716,1,1
396,2,0
782,2,0
288,2,0
520,2,1
823,2,1
297,2,1
608,1,1
430,2,0
725,2,0
432,2,1
303,2,1
820,1,1
168,2,0
732,2,0
298,0,0
525,2,1
146,0,1
934,2,1
734,2,1
195,2,1
427,2,1
562,2,0
416,2,1
210,2,0
853,2,0
363,0,1
512,2,1
901,0,0
393,2,1
764,2,0
317,2,1
768,1,0
730,2,1
256,2,0
554,2,1
740,2,1
524,2,1
169,2,1
283,2,1
218,2,0
462,2,0
769,0,0
603,1,0
275,2,0
629,2,1
509,2,1
258,2,1
280,2,0
752,2,1
313,2,0
714,2,1
794,2,1
658,2,0
167,2,0
666,0,1
817,2,0
723,2,0
625,2,1
478,2,1
887,2,1
440,0,1
818,2,0
418,2,1
613,2,0
243,2,0
289,2,1
568,2,1
695,2,1
238,2,1
145,2,1
879,1,1
897,2,0
816,1,0
628,2,1
495,2,0
528,2,0
675,2,1
491,2,1
756,2,1
133,2,0
161,2,0
774,0,0
614,2,1
356,2,1
513,1,0
308,2,1
787,0,1
809,2,0
749,2,1
194,2,0
198,2,0
605,2,1
811,2,0
527,2,1
691,2,1
191,1,0
212,2,1
862,2,1
487,2,0
900,2,0
142,2,1
215,0,1
147,2,1
186,2,1
679,2,1
383,2,1
305,0,1
526,1,0
634,2,1
788,2,1
623,2,1
171,2,1
257,2,1
397,2,0
591,2,0
876,2,0
236,2,0
149,1,0
802,0,1
483,2,1
423,2,1
164,2,1
436,2,0
854,2,0
737,2,1
347,2,1
905,2,1
447,2,1
267,2,1
711,2,0
662,2,1
270,2,0
428,2,0
869,2,1
829,2,1
466,2,1
265,2,1
735,1,1
827,1,0
771,2,1
931,2,0
417,2,1
834,2,0
382,2,1
284,0,0
729,0,0
895,2,1
366,2,0
352,2,0
649,2,1
571,2,1
357,2,1
388,2,1
636,2,1
207,2,0
647,2,1
523,2,1
713,2,1
498,2,1
630,2,1
610,2,1
857,2,1
868,0,0
311,2,1
791,2,1
125,2,0
576,1,0
470,2,1
783,2,1
444,2,0
330,1,1
156,2,0
181,2,1
294,2,0
565,2,1
592,2,1
638,2,1
551,2,1
484,2,1
475,0,0
564,2,1
781,2,0
183,2,1
467,2,1
836,2,1
197,2,0
621,2,1
245,2,0
824,1,0
580,2,0
335,1,1
863,2,1
683,2,0
166,2,0
686,0,1
793,2,1
490,2,0
154,0,0
180,2,0
743,2,1
777,0,0
140,2,1
514,2,1
572,2,0
361,2,0
650,2,1
137,1,0
773,1,1
786,2,1
635,2,1
549,1,0
733,2,1
220,2,1
529,1,1
596,2,1
193,2,1
667,2,0
751,1,1
464,2,1
718,2,1
451,0,0
872,0,0
266,2,0
844,2,0
445,2,0
368,2,1
333,2,0
203,2,0
296,2,0
511,2,1
882,2,1
874,2,1
620,2,1
677,2,1
136,2,1
227,1,1
639,2,1
682,2,1
404,2,1
341,2,1
645,1,1
411,2,0
488,2,1
389,2,1
334,2,1
123,2,0
806,2,0
458,2,1
598,2,1
833,2,2
455,2,1
381,2,1
507,2,2
331,2,1
754,2,1
480,1,0
720,1,1
318,2,1
892,0,0
248,2,1
426,2,1
590,2,1
932,2,0
689,2,1
848,2,0
919,1,1
612,2,0
804,0,0
889,2,1
727,2,1
722,2,0
797,2,0
205,1,0
567,2,1
579,2,0
482,2,1
643,2,1
641,1,1
272,1,0
465,2,1
182,1,0
653,2,1
326,2,1
379,2,0
131,1,1
261,2,1
731,2,1
277,2,1
742,2,1
704,2,0
916,2,0
921,1,1
242,1,1
721,2,1
717,2,1
767,2,1
884,2,1
395,2,1
589,2,0
230,1,1
761,2,1
380,1,0
224,2,1
913,2,0
573,2,1
706,2,1
232,1,0
861,1,1
924,2,1
274,2,1
611,2,0
322,2,1
907,2,1
162,2,0
177,2,1
328,2,1
815,1,1
917,0,0
619,2,1
654,2,1
812,2,0
784,2,1
684,1,1
866,1,1
531,2,1
760,2,1
302,2,2
803,2,1
886,2,1
865,1,1
398,2,1
250,2,0
842,2,0
129,2,0
252,2,0
517,2,1
878,2,0
457,2,0
536,2,1
407,2,0
738,2,1
746,2,0
354,2,0
343,2,1
290,1,0
813,2,0
158,2,1
880,2,0
563,0,0
304,2,0
902,0,0
606,2,1
421,2,1
537,1,1
762,2,0
293,1,0
422,2,1
700,0,1
707,2,1
413,2,1
443,2,1
124,2,0
196,2,0
747,2,1
930,2,0
269,2,0
785,0,0
375,2,1
908,2,1
295,2,1
126,2,1
448,2,1
693,2,1
664,2,1
840,2,0
200,2,1
724,2,1
826,2,1
213,1,1
674,2,1
789,1,1
633,2,1
376,2,0
581,2,1
894,0,1
530,2,1
860,2,0
479,2,1
570,2,1
143,2,0
561,2,1
750,2,1
805,2,0
342,2,0
262,2,0
268,2,1
365,1,1
282,2,0
378,2,0
329,2,1
831,2,1
338,2,1
316,2,1
321,2,0
766,2,1
441,0,1
240,2,1
519,0,1
406,2,1
456,0,0
506,0,0
832,0,0
678,2,0
260,2,1
885,2,1
505,2,1
845,2,0
481,2,1
408,2,1
494,2,1
736,2,1
228,2,0
584,1,1
609,2,1
187,2,1
324,1,1
192,2,1
199,2,0
864,2,0
405,2,0
843,2,0
911,2,0
847,1,1
500,0,0
890,0,0
539,2,1
846,0,1
474,2,1
881,0,1
159,2,1
744,2,1
346,0,0
822,0,0
402,1,0
373,2,0
763,2,1
926,0,0
259,2,1
350,2,1
460,2,1
174,1,0
372,2,0
314,2,1
582,0,0
497,0,0
795,2,1
657,2,1
893,1,0
185,2,1
170,2,1
835,0,1
665,2,0
703,2,1
367,2,1
223,2,1
415,2,1
808,2,0
538,2,1
670,0,0
912,2,1
323,2,1
841,0,0
602,1,1
244,2,1
828,2,0
903,1,0
594,2,1
340,2,0
516,2,1
533,2,1
532,2,1
359,2,1
128,1,1
673,2,0
349,2,1
923,1,0
814,0,1
642,2,0
504,2,0
546,2,1
179,2,0
231,2,1
452,2,0
471,2,1
486,2,1
888,2,1
434,2,1
190,2,1
409,2,0
702,2,1
775,0,0
160,2,0
510,2,1
798,2,0
779,0,1
307,2,1
239,1,1
595,2,0
790,2,1
933,2,0
753,1,1
424,2,0
287,2,0
593,2,1
849,2,1
339,2,0
807,2,0
898,2,1
877,2,0
325,2,0
410,2,0
337,2,0
690,1,0
858,2,0
745,2,0
202,2,1
555,2,1
273,0,1
157,2,0
759,1,1
209,2,1
583,1,1
891,2,0
358,2,0
253,2,0
696,2,1
837,0,0
300,2,0
644,2,1
688,2,1
332,2,1
139,2,1
586,2,0
175,2,1
247,2,1
566,1,0
541,2,1
758,2,1
214,2,0
285,2,0
414,2,0
778,2,1
188,1,0
651,2,1
134,1,1
135,2,0
544,2,1
896,1,1
489,2,1
